CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,PhoneNumber,FaxNumber,WebsiteURL,DeliveryMethod,CityProvince
832,Aakriti Byrraju,Supermarket,Aakriti Byrraju,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/AakritiByrraju/,Delivery Van,Glenwillow (Ohio)
833,Devraj Rao,Novelty Shop,Devraj Rao,(385) 555-0100,(385) 555-0101,http://www.microsoft.com/DevrajRao/,Delivery Van,Westwater (Utah)
834,Cong Hoa,Gift Store,Cong Hoa,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/CongHoa/,Delivery Van,Palatine Bridge (New York)
835,Dominic Davignon,Supermarket,Dominic Davignon,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/DominicDavignon/,Delivery Van,Twin Peaks (California)
836,Abel Spirlea,Novelty Shop,Abel Spirlea,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/AbelSpirlea/,Delivery Van,Markville (Minnesota)
837,Anil Sarkar,Supermarket,Anil Sarkar,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/AnilSarkar/,Delivery Van,Gardners (Pennsylvania)
838,Pavel Bogdanov,Corporate,Pavel Bogdanov,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/PavelBogdanov/,Delivery Van,New Braintree (Massachusetts[E])
839,Juan Morse,Novelty Shop,Juan Morse,(423) 555-0100,(423) 555-0101,http://www.microsoft.com/JuanMorse/,Delivery Van,Greenback (Tennessee)
840,Rodrigo Figueiredo,Novelty Shop,Rodrigo Figueiredo,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/RodrigoFigueiredo/,Delivery Van,Blackville (South Carolina)
841,Camille Authier,Gift Store,Camille Authier,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/CamilleAuthier/,Delivery Van,Abbottsburg (North Carolina)
842,Biju Deb,Gift Store,Biju Deb,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/BijuDeb/,Delivery Van,Deer River (Minnesota)
843,Marija Justina Pasek,Corporate,Marija Justina Pasek,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/MarijaJustinaPasek/,Delivery Van,Marguerite (Pennsylvania)
844,Durdanah Abbasi,Supermarket,Durdanah Abbasi,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/DurdanahAbbasi/,Delivery Van,Laurence Harbor (New Jersey)
845,Emilie Hrdlickova,Corporate,Emilie Hrdlickova,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/EmilieHrdlickova/,Delivery Van,New Zion (South Carolina)
846,Malorie Bousquet,Gift Store,Malorie Bousquet,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/MalorieBousquet/,Delivery Van,Valley View Park (California)
847,Kristiina Ivanov,Computer Store,Kristiina Ivanov,(605) 555-0100,(605) 555-0101,http://www.microsoft.com/KristiinaIvanov/,Delivery Van,Wounded Knee (South Dakota)
848,Alvin Bollinger,Computer Store,Alvin Bollinger,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/AlvinBollinger/,Delivery Van,Creelsboro (Kentucky)
849,Sabine Zalite,Supermarket,Sabine Zalite,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/SabineZalite/,Delivery Van,Haltom City (Texas)
850,Daakshaayaani Sankaramanchi,Gift Store,Daakshaayaani Sankaramanchi,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/DaakshaayaaniSankaramanchi/,Delivery Van,Spillville (Iowa)
851,Ebru Erdogan,Gift Store,Ebru Erdogan,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/EbruErdogan/,Delivery Van,Seiling (Oklahoma)
852,Bhagavaan Atluri,Supermarket,Bhagavaan Atluri,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/BhagavaanAtluri/,Delivery Van,Coosa (Georgia)
853,Caterina Pinto,Gift Store,Caterina Pinto,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/CaterinaPinto/,Delivery Van,Akhiok (Alaska)
854,Daakshaayaani Kommineni,Novelty Shop,Daakshaayaani Kommineni,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/DaakshaayaaniKommineni/,Delivery Van,Bakers Mill (Florida)
855,Anna Mazzanti,Computer Store,Anna Mazzanti,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/AnnaMazzanti/,Delivery Van,Humansville (Missouri)
856,Satish Mittal,Corporate,Satish Mittal,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/SatishMittal/,Delivery Van,Dry Run (Pennsylvania)
857,Clarissa Manfrin,Gift Store,Clarissa Manfrin,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/ClarissaManfrin/,Delivery Van,Ben Arnold (Texas)
858,Bimla PrabhupÄda,Novelty Shop,Bimla PrabhupÄda,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/BimlaPrabhupÄda/,Delivery Van,Yermo (California)
859,Shah Alizadeh,Gift Store,Shah Alizadeh,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/ShahAlizadeh/,Delivery Van,Gassaway (West Virginia)
860,Marcela Lucescu,Corporate,Marcela Lucescu,(231) 555-0100,(231) 555-0101,http://www.microsoft.com/MarcelaLucescu/,Delivery Van,Ewen (Michigan)
861,Amarasimha Vinjamuri,Supermarket,Amarasimha Vinjamuri,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/AmarasimhaVinjamuri/,Delivery Van,North Brookfield (Massachusetts[E])
862,Lana Goransson,Supermarket,Lana Goransson,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/LanaGoransson/,Delivery Van,Chateaugay (New York)
863,Jakub Lukes,Corporate,Jakub Lukes,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/JakubLukes/,Delivery Van,Eagle Valley (New York)
864,Mikhail Degtyarev,Computer Store,Mikhail Degtyarev,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/MikhailDegtyarev/,Delivery Van,Beaver Bay (Minnesota)
865,Bijoya Thakur,Gift Store,Bijoya Thakur,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/BijoyaThakur/,Delivery Van,Kinder (Louisiana)
866,Jay Bhuiyan,Gift Store,Jay Bhuiyan,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/JayBhuiyan/,Delivery Van,Mount Pocono (Pennsylvania)
867,Jasna Cerkez,Computer Store,Jasna Cerkez,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/JasnaCerkez/,Delivery Van,Elk Garden (West Virginia)
868,Laura Sykorova,Novelty Shop,Laura Sykorova,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/LauraSykorova/,Delivery Van,Coyville (Kansas)
869,Abel Tatarescu,Novelty Shop,Abel Tatarescu,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/AbelTatarescu/,Delivery Van,La Grange Park (Illinois)
870,In-Su Bae,Gift Store,In-Su Bae,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/In-SuBae/,Delivery Van,Meadowdale (Washington)
871,Darshana Madhunapantula,Computer Store,Darshana Madhunapantula,(240) 555-0100,(240) 555-0101,http://www.microsoft.com/DarshanaMadhunapantula/,Delivery Van,Tolchester Beach (Maryland)
872,Katerina Hadrabova,Corporate,Katerina Hadrabova,(219) 555-0100,(219) 555-0101,http://www.microsoft.com/KaterinaHadrabova/,Delivery Van,La Paz (Indiana)
873,Hana Hlouskova,Supermarket,Hana Hlouskova,(505) 555-0100,(505) 555-0101,http://www.microsoft.com/HanaHlouskova/,Delivery Van,Moquino (New Mexico)
874,Daniel Martensson,Novelty Shop,Daniel Martensson,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/DanielMartensson/,Delivery Van,Mamou (Louisiana)
875,Philip Walker,Novelty Shop,Philip Walker,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/PhilipWalker/,Delivery Van,Waite Hill (Ohio)
876,Marie LeBatelier,Novelty Shop,Marie LeBatelier,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/MarieLeBatelier/,Delivery Van,Coupland (Texas)
877,Leyla Siavashi,Gift Store,Leyla Siavashi,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/LeylaSiavashi/,Delivery Van,Marcella (New Jersey)
878,Miriam House,Corporate,Miriam House,(701) 555-0100,(701) 555-0101,http://www.microsoft.com/MiriamHouse/,Delivery Van,Makoti (North Dakota)
879,Jitka Necesana,Computer Store,Jitka Necesana,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/JitkaNecesana/,Delivery Van,Conesus Lake (New York)
880,Edmee Glissen,Computer Store,Edmee Glissen,(208) 555-0100,(208) 555-0101,http://www.microsoft.com/EdmeeGlissen/,Delivery Van,McCammon (Idaho)
881,Magdalena Michnova,Computer Store,Magdalena Michnova,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/MagdalenaMichnova/,Delivery Van,Wrangell (Alaska)
882,Maryann Huddleston,Gift Store,Maryann Huddleston,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/MaryannHuddleston/,Delivery Van,Robertsburg (West Virginia)
883,Radha Barua,Gift Store,Radha Barua,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/RadhaBarua/,Delivery Van,McQueen (Oklahoma)
884,Anindya Ghatak,Computer Store,Anindya Ghatak,(219) 555-0100,(219) 555-0101,http://www.microsoft.com/AnindyaGhatak/,Delivery Van,Switz City (Indiana)
885,Chandrashekhar Dasgupta,Corporate,Chandrashekhar Dasgupta,(208) 555-0100,(208) 555-0101,http://www.microsoft.com/ChandrashekharDasgupta/,Delivery Van,New Plymouth (Idaho)
886,Debbie Molina,Supermarket,Debbie Molina,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/DebbieMolina/,Delivery Van,Garlin (Kentucky)
887,Baran Jonsson,Supermarket,Baran Jonsson,(458) 555-0100,(458) 555-0101,http://www.microsoft.com/BaranJonsson/,Delivery Van,Cave Junction (Oregon)
888,Jai Lamble,Corporate,Jai Lamble,(479) 555-0100,(479) 555-0101,http://www.microsoft.com/JaiLamble/,Delivery Van,Grider (Arkansas)
889,Sointu Savonheimo,Gift Store,Sointu Savonheimo,(701) 555-0100,(701) 555-0101,http://www.microsoft.com/SointuSavonheimo/,Delivery Van,Argusville (North Dakota)
890,Olya Izmaylov,Computer Store,Olya Izmaylov,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/OlyaIzmaylov/,Delivery Van,Flowella (Texas)
891,Taneli Riutta,Supermarket,Taneli Riutta,(276) 555-0100,(276) 555-0101,http://www.microsoft.com/TaneliRiutta/,Delivery Van,Sandy Level (Virginia)
892,Bahaar Asef zade,Supermarket,Bahaar Asef zade,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/BahaarAsefzade/,Delivery Van,Alden Bridge (Louisiana)
893,Leyla Asef zade,Novelty Shop,Leyla Asef zade,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/LeylaAsefzade/,Delivery Van,West Elkton (Ohio)
894,Gabriela Hernandes,Corporate,Gabriela Hernandes,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/GabrielaHernandes/,Delivery Van,Cypress Quarters (Florida)
895,Geza Roman,Corporate,Geza Roman,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/GezaRoman/,Delivery Van,Oval (Pennsylvania)
896,Leonardo Folliero,Supermarket,Leonardo Folliero,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/LeonardoFolliero/,Delivery Van,Cotuit (Massachusetts[E])
897,Allan Mannik,Corporate,Allan Mannik,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/AllanMannik/,Delivery Van,Lake Crystal (Minnesota)
898,Gopalgobinda Sikdar,Computer Store,Gopalgobinda Sikdar,(307) 555-0100,(307) 555-0101,http://www.microsoft.com/GopalgobindaSikdar/,Delivery Van,Orpha (Wyoming)
899,Chin-Sun Chang,Corporate,Chin-Sun Chang,(605) 555-0100,(605) 555-0101,http://www.microsoft.com/Chin-SunChang/,Delivery Van,Capa (South Dakota)
900,Lilli Sokk,Gift Store,Lilli Sokk,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/LilliSokk/,Delivery Van,Gresston (Georgia)
901,Adrian Andreasson,Corporate,Adrian Andreasson,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/AdrianAndreasson/,Delivery Van,Du Quoin (Illinois)
902,Kamila Michnova,Supermarket,Kamila Michnova,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/KamilaMichnova/,Delivery Van,The Colony (Texas)
903,Bing Han,Computer Store,Bing Han,(228) 555-0100,(228) 555-0101,http://www.microsoft.com/BingHan/,Delivery Van,Darling (Mississippi)
904,Olafs Rozitis,Corporate,Olafs Rozitis,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/OlafsRozitis/,Delivery Van,Sherwin (Kansas)
905,Sara Huiting,Supermarket,Sara Huiting,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/SaraHuiting/,Delivery Van,Bock (Minnesota)
906,Ajitaab Pakalapati,Computer Store,Ajitaab Pakalapati,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/AjitaabPakalapati/,Delivery Van,Caruthers (California)
907,Eugen Agafitei,Supermarket,Eugen Agafitei,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/EugenAgafitei/,Delivery Van,Shawboro (North Carolina)
908,Sumati Bhat,Novelty Shop,Sumati Bhat,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/SumatiBhat/,Delivery Van,Harbour Pointe (Washington)
909,Dena Glissen,Supermarket,Dena Glissen,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/DenaGlissen/,Delivery Van,Coffeyville (Kansas)
910,Elina Kaleja,Gift Store,Elina Kaleja,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/ElinaKaleja/,Delivery Van,Golden Meadow (Louisiana)
911,Liidia Lepp,Gift Store,Liidia Lepp,(276) 555-0100,(276) 555-0101,http://www.microsoft.com/LiidiaLepp/,Delivery Van,Oakpark (Virginia)
912,Volkan senturk,Computer Store,Volkan senturk,(276) 555-0100,(276) 555-0101,http://www.microsoft.com/Volkansenturk/,Delivery Van,Wyndham (Virginia)
913,Violetta KlanCisar,Supermarket,Violetta KlanCisar,(225) 555-0100,(225) 555-0101,http://www.microsoft.com/ViolettaKlanCisar/,Delivery Van,Bayou Cane (Louisiana)
914,Chandana Shasthri,Supermarket,Chandana Shasthri,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/ChandanaShasthri/,Delivery Van,Nesmith (South Carolina)
915,Ana Florea,Corporate,Ana Florea,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/AnaFlorea/,Delivery Van,Buchanan Lake Village (Texas)
916,Pinja Jantunen,Gift Store,Pinja Jantunen,(308) 555-0100,(308) 555-0101,http://www.microsoft.com/PinjaJantunen/,Delivery Van,Nehawka (Nebraska)
917,Pari Hosseini,Novelty Shop,Pari Hosseini,(505) 555-0100,(505) 555-0101,http://www.microsoft.com/PariHosseini/,Delivery Van,Soham (New Mexico)
918,Isidora Morales,Novelty Shop,Isidora Morales,(406) 555-0100,(406) 555-0101,http://www.microsoft.com/IsidoraMorales/,Delivery Van,Twodot (Montana)
919,Kertu Sokk,Computer Store,Kertu Sokk,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/KertuSokk/,Delivery Van,Greig (New York)
920,Gayatri Gajula,Computer Store,Gayatri Gajula,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/GayatriGajula/,Delivery Van,Shenorock (New York)
921,Victoria Lacusta,Supermarket,Victoria Lacusta,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/VictoriaLacusta/,Delivery Van,Conewango (New York)
922,Sumati Chatterjee,Gift Store,Sumati Chatterjee,(231) 555-0100,(231) 555-0101,http://www.microsoft.com/SumatiChatterjee/,Delivery Van,North Muskegon (Michigan)
923,Tai Bach,Novelty Shop,Tai Bach,(219) 555-0100,(219) 555-0101,http://www.microsoft.com/TaiBach/,Delivery Van,Fortville (Indiana)
924,Eva Schulteisz,Novelty Shop,Eva Schulteisz,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/EvaSchulteisz/,Delivery Van,Hightsville (North Carolina)
925,Can ozcan,Corporate,Can ozcan,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/Canozcan/,Delivery Van,Oley (Pennsylvania)
926,Richard Friar,Corporate,Richard Friar,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/RichardFriar/,Delivery Van,North Eastham (Massachusetts[E])
927,Matyas Sedlar,Novelty Shop,Matyas Sedlar,(270) 555-0100,(270) 555-0101,http://www.microsoft.com/MatyasSedlar/,Delivery Van,Calvert City (Kentucky)
928,Arijit Bhuiyan,Computer Store,Arijit Bhuiyan,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/ArijitBhuiyan/,Delivery Van,Esopus (New York)
929,Vladimir Henzl,Supermarket,Vladimir Henzl,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/VladimirHenzl/,Delivery Van,Port Chilkoot (Alaska)
930,Shantanu Huq,Gift Store,Shantanu Huq,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/ShantanuHuq/,Delivery Van,Cramerton (North Carolina)
931,Nada Jovanovic,Corporate,Nada Jovanovic,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/NadaJovanovic/,Delivery Van,North York (Pennsylvania)
932,Nicolo Cattaneo,Corporate,Nicolo Cattaneo,(212) 555-0100,(212) 555-0101,http://www.microsoft.com/NicoloCattaneo/,Delivery Van,Schoharie (New York)
933,Joel Carrillo,Computer Store,Joel Carrillo,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/JoelCarrillo/,Delivery Van,Drumright (Oklahoma)
934,Ivan Sepulveda,Novelty Shop,Ivan Sepulveda,(218) 555-0100,(218) 555-0101,http://www.microsoft.com/IvanSepulveda/,Delivery Van,Northrop (Minnesota)
935,Daevasree Samavedam,Corporate,Daevasree Samavedam,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/DaevasreeSamavedam/,Delivery Van,Golf View (New Jersey)
936,Ludmila Smidova,Novelty Shop,Ludmila Smidova,(480) 555-0100,(480) 555-0101,http://www.microsoft.com/LudmilaSmidova/,Delivery Van,Tempe (Arizona)
937,Manca Hrastovsek,Gift Store,Manca Hrastovsek,(205) 555-0100,(205) 555-0101,http://www.microsoft.com/MancaHrastovsek/,Delivery Van,Southside (Alabama)
938,Anna Gyarmathi,Novelty Shop,Anna Gyarmathi,(252) 555-0100,(252) 555-0101,http://www.microsoft.com/AnnaGyarmathi/,Delivery Van,Kannapolis (North Carolina)
939,Ioana Florea,Supermarket,Ioana Florea,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/IoanaFlorea/,Delivery Van,Nahant (Massachusetts[E])
940,Lorin Astrom,Gift Store,Lorin Astrom,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/LorinAstrom/,Delivery Van,Port Alto (Texas)
941,Bishwa Chatterjee,Novelty Shop,Bishwa Chatterjee,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/BishwaChatterjee/,Delivery Van,Lake Clarke Shores (Florida)
942,Chaayaadaevi Sonti,Corporate,Chaayaadaevi Sonti,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/ChaayaadaeviSonti/,Delivery Van,Roachtown (Illinois)
943,Drazenka Jelic,Novelty Shop,Drazenka Jelic,(803) 555-0100,(803) 555-0101,http://www.microsoft.com/DrazenkaJelic/,Delivery Van,Cherry Grove Beach (South Carolina)
944,Ida Celma,Novelty Shop,Ida Celma,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/IdaCelma/,Delivery Van,Hawarden (Iowa)
945,Hoc Tran,Computer Store,Hoc Tran,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/HocTran/,Delivery Van,White Horse Beach (Massachusetts[E])
946,David safranek,Supermarket,David safranek,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/Davidsafranek/,Delivery Van,Toughkenamon (Pennsylvania)
947,Svetlana Todorovic,Supermarket,Svetlana Todorovic,(206) 555-0100,(206) 555-0101,http://www.microsoft.com/SvetlanaTodorovic/,Delivery Van,Venersborg (Washington)
948,Richard Zahradnicek,Supermarket,Richard Zahradnicek,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/RichardZahradnicek/,Delivery Van,Jane (Missouri)
949,Seo-yun Paik,Corporate,Seo-yun Paik,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/Seo-yunPaik/,Delivery Van,Jones Creek (Texas)
950,Emily Whittle,Corporate,Emily Whittle,(231) 555-0100,(231) 555-0101,http://www.microsoft.com/EmilyWhittle/,Delivery Van,Huntington Woods (Michigan)
951,Eliza Persson,Supermarket,Eliza Persson,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/ElizaPersson/,Delivery Van,Jesmond Dene (California)
952,Chuan Wattanasin,Novelty Shop,Chuan Wattanasin,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/ChuanWattanasin/,Delivery Van,Flanagan (Illinois)
953,Linh Dao,Supermarket,Linh Dao,(228) 555-0100,(228) 555-0101,http://www.microsoft.com/LinhDao/,Delivery Van,Mashulaville (Mississippi)
954,Nasrin Omidzadeh,Supermarket,Nasrin Omidzadeh,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/NasrinOmidzadeh/,Delivery Van,Mary Esther (Florida)
955,Raghu Sandhu,Novelty Shop,Raghu Sandhu,(240) 555-0100,(240) 555-0101,http://www.microsoft.com/RaghuSandhu/,Delivery Van,Bowleys Quarters (Maryland)
956,Nhung Thach,Computer Store,Nhung Thach,(480) 555-0100,(480) 555-0101,http://www.microsoft.com/NhungThach/,Delivery Van,Red Mesa (Arizona)
957,Hee-Young Suh,Novelty Shop,Hee-Young Suh,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/Hee-YoungSuh/,Delivery Van,Nicasio (California)
958,Valentin Tirlea,Gift Store,Valentin Tirlea,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/ValentinTirlea/,Delivery Van,Pharr (Texas)
959,Dhaatri Chavva,Novelty Shop,Dhaatri Chavva,(207) 555-0100,(207) 555-0101,http://www.microsoft.com/DhaatriChavva/,Delivery Van,Edgecomb (Maine)
960,Edgar Jogi,Computer Store,Edgar Jogi,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/EdgarJogi/,Delivery Van,Bombay Beach (California)
961,Rani Ganguly,Gift Store,Rani Ganguly,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/RaniGanguly/,Delivery Van,Arrowhead Highlands (California)
962,Bhagavati Vinjamuri,Supermarket,Bhagavati Vinjamuri,(319) 555-0100,(319) 555-0101,http://www.microsoft.com/BhagavatiVinjamuri/,Delivery Van,Ewart (Iowa)
963,Be Trang,Corporate,Be Trang,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/BeTrang/,Delivery Van,Watonga (Oklahoma)
964,Ingrida Zeltina,Supermarket,Ingrida Zeltina,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/IngridaZeltina/,Delivery Van,Trilby (Florida)
965,Phoung Cu,Corporate,Phoung Cu,(208) 555-0100,(208) 555-0101,http://www.microsoft.com/PhoungCu/,Delivery Van,McCall (Idaho)
966,Sara Walkky,Supermarket,Sara Walkky,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/SaraWalkky/,Delivery Van,Chipita Park (Colorado)
967,Meera Patel,Gift Store,Meera Patel,(217) 555-0100,(217) 555-0101,http://www.microsoft.com/MeeraPatel/,Delivery Van,Hanaford (Illinois)
968,Anca Gogean,Corporate,Anca Gogean,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/AncaGogean/,Delivery Van,Arrowbear Lake (California)
969,Staffan Persson,Computer Store,Staffan Persson,(314) 555-0100,(314) 555-0101,http://www.microsoft.com/StaffanPersson/,Delivery Van,Phelps City (Missouri)
970,Isidora Urias,Novelty Shop,Isidora Urias,(239) 555-0100,(239) 555-0101,http://www.microsoft.com/IsidoraUrias/,Delivery Van,Bratt (Florida)
971,Dhanishta Mokkapati,Corporate,Dhanishta Mokkapati,(907) 555-0100,(907) 555-0101,http://www.microsoft.com/DhanishtaMokkapati/,Delivery Van,Iliamna (Alaska)
972,Lakshmi Benipal,Computer Store,Lakshmi Benipal,(209) 555-0100,(209) 555-0101,http://www.microsoft.com/LakshmiBenipal/,Delivery Van,Lompoc (California)
973,Kumar Kamei,Novelty Shop,Kumar Kamei,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/KumarKamei/,Delivery Van,Middleway (West Virginia)
974,Emil Roman,Computer Store,Emil Roman,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/EmilRoman/,Delivery Van,Kopperl (Texas)
975,Prabodh Nair,Novelty Shop,Prabodh Nair,(605) 555-0100,(605) 555-0101,http://www.microsoft.com/PrabodhNair/,Delivery Van,Tschetter Colony (South Dakota)
976,Alinne Matos,Computer Store,Alinne Matos,(229) 555-0100,(229) 555-0101,http://www.microsoft.com/AlinneMatos/,Delivery Van,Sea Island (Georgia)
977,Mauno Laurila,Novelty Shop,Mauno Laurila,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/MaunoLaurila/,Delivery Van,North Eaton (Ohio)
978,Baalaamjali Devulapalli,Supermarket,Baalaamjali Devulapalli,(505) 555-0100,(505) 555-0101,http://www.microsoft.com/BaalaamjaliDevulapalli/,Delivery Van,Puerto de Luna (New Mexico)
979,Melani Ravlen,Corporate,Melani Ravlen,(405) 555-0100,(405) 555-0101,http://www.microsoft.com/MelaniRavlen/,Delivery Van,Cookietown (Oklahoma)
980,Om Yadav,Novelty Shop,Om Yadav,(262) 555-0100,(262) 555-0101,http://www.microsoft.com/OmYadav/,Delivery Van,Lunds (Wisconsin)
981,Mahmut ozbek,Gift Store,Mahmut ozbek,(339) 555-0100,(339) 555-0101,http://www.microsoft.com/Mahmutozbek/,Delivery Van,Bernardston (Massachusetts[E])
982,Yves Belisle,Supermarket,Yves Belisle,(480) 555-0100,(480) 555-0101,http://www.microsoft.com/YvesBelisle/,Delivery Van,Walapai (Arizona)
983,Sabine Alksne,Supermarket,Sabine Alksne,(479) 555-0100,(479) 555-0101,http://www.microsoft.com/SabineAlksne/,Delivery Van,Grannis (Arkansas)
984,Kamala Nishad,Corporate,Kamala Nishad,(201) 555-0100,(201) 555-0101,http://www.microsoft.com/KamalaNishad/,Delivery Van,Haddon Heights (New Jersey)
985,Roko Ilic,Corporate,Roko Ilic,(262) 555-0100,(262) 555-0101,http://www.microsoft.com/RokoIlic/,Delivery Van,Grantsburg (Wisconsin)
986,Neil Farrelly,Novelty Shop,Neil Farrelly,(215) 555-0100,(215) 555-0101,http://www.microsoft.com/NeilFarrelly/,Delivery Van,Sabinsville (Pennsylvania)
987,Akhil Nadar,Supermarket,Akhil Nadar,(479) 555-0100,(479) 555-0101,http://www.microsoft.com/AkhilNadar/,Delivery Van,Schaal (Arkansas)
988,Maksims Krastins,Gift Store,Maksims Krastins,(304) 555-0100,(304) 555-0101,http://www.microsoft.com/MaksimsKrastins/,Delivery Van,Lorentz (West Virginia)
989,Milinka Zujovic,Gift Store,Milinka Zujovic,(316) 555-0100,(316) 555-0101,http://www.microsoft.com/MilinkaZujovic/,Delivery Van,Zurich (Kansas)
990,Andris Saulitis,Corporate,Andris Saulitis,(210) 555-0100,(210) 555-0101,http://www.microsoft.com/AndrisSaulitis/,Delivery Van,El Refugio (Texas)
991,Valter Viiding,Supermarket,Valter Viiding,(216) 555-0100,(216) 555-0101,http://www.microsoft.com/ValterViiding/,Delivery Van,Cuyahoga Heights (Ohio)
992,Amarakumaar Gadiyaram,Novelty Shop,Amarakumaar Gadiyaram,(303) 555-0100,(303) 555-0101,http://www.microsoft.com/AmarakumaarGadiyaram/,Delivery Van,Vollmar (Colorado)
